Date,Ad_name,Brand_Name,Languange,Funnel_Type,Convertions_Objective,Targeting_Type,Ads_Set,Format,Key_Message,Ads_Element,Platform,Placement,Amount_spent,Purchase_ZLP,Purchase_ZLF,SignUp,Landing_page_views,Link_clicks,Impressions,Reach
1/16/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,6870,,,,,,415,414
1/16/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,11326,,,1,,,532,518
1/16/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,1345,,,,,,155,144
1/17/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,1725,,,2,,,33,26
1/17/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,98,,,,,,8,7
1/17/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,220,,,,,,10,9
1/17/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,1771,,,,,,52,48
1/18/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,88,,,,,,4,4
1/18/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,89,,,,,,4,4
1/18/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,597,,,,,,17,16
1/18/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,374,,,,,,8,8
1/19/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,4993,,,,,,165,163
1/19/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,1511,,,,,,110,104
1/19/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,3855,,,,,,156,155
1/19/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,2574,,,,,,84,76
1/20/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,1085,,,,,,157,147
1/20/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,1847,,,,,,80,78
1/20/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,9962,,,,,,263,242
1/20/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,3832,,,,,,239,234
1/21/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,3670,,,,,1,188,182
1/21/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,21091,,,,,,707,691
1/21/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,12529,,,,,,458,421
1/21/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,3140,,,,,,449,423
1/22/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,5715,,,,,,187,183
1/22/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,7035,,,,,,394,386
1/22/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,18018,,,,,2,231,207
1/22/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,2692,,,,,,237,221
1/23/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,6772,,,,,,304,298
1/23/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,5964,,,,,1,315,300
1/23/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,9941,,,1,,,442,424
1/23/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,6879,,,2,,1,428,381
1/24/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,12174,,,,,,241,237
1/24/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,7120,,,,,,177,171
1/24/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,5411,,,,,1,213,204
1/24/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,6531,,,,,,224,223
1/25/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,6040,,,,,,340,314
1/25/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,3027,,,,,,299,290
1/25/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,4061,,,,,,208,192
1/25/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,9046,,,,,,293,281
1/26/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,2334,,,,,,156,150
1/26/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,12750,,,,,,147,134
1/26/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,3745,,,,,,160,155
1/26/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,11449,,,,,1,417,403
1/27/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,feed,5487,,,,,,222,218
1/27/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,6570,,,,,,273,245
1/27/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_explore,1565,,,,,,271,253
1/27/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,3285,,,,,,364,349
1/28/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_stories,8766,,,,,1,470,426
1/28/2023,Zurich ZLP_id_tf_wc_la_CA ZLP Last1000_VID_Pertanggungan 3miliar_Allyson_RevoU_16012023,Zurich ZLP,id,tf,wc,la,CA ZLP Last1000,VID,Pertanggungan 3miliar,Allyson,instagram,instagram_reels,6355,,,,,,573,542
